iter	RMSE
135	31.42039629
136	31.40199498
137	31.37974967
138	31.35495764
139	31.34536135
140	31.32042611
141	31.30284172
142	31.27272687
143	31.24333574
144	31.21712546
145	31.19725426
146	31.17273666
147	31.14681331
148	31.11824996
149	31.08140623
150	31.0551123
151	31.02664459
152	31.000871
153	30.97353904
154	30.94775394
155	30.92065382
156	30.89442935
157	30.87070318
158	30.8456667
159	30.83018214
160	30.81329599
161	30.79949227
162	30.78017719
163	30.75819472
164	30.74273548
165	30.71041494
166	30.69274006
167	30.66710458
168	30.63444557
169	30.6152496
170	30.59296248
171	30.57124299
172	30.55301403
173	30.53751411
174	30.50803686
175	30.47963403
176	30.46029725
177	30.43472425
178	30.41426733
179	30.38743332
180	30.36065134
181	30.33802967
182	30.31455709
183	30.29286412
184	30.2740362
185	30.25453323
186	30.2291719
187	30.20849199
188	30.18430894
189	30.16278737
190	30.12699898
191	30.10345159
192	30.08712269
193	30.05983155
194	30.04290424
195	30.0198696
196	29.99800177
197	29.97262522
198	29.95470469
199	29.93175711
200	29.91730938
201	29.9048074
202	29.8814486
203	29.86026765
204	29.83853075
205	29.82218468
206	29.81134014
207	29.78834676
208	29.76695481
209	29.73860506
210	29.71895992
211	29.68395915
212	29.65766213
213	29.63573026
214	29.61725562
215	29.60356934
216	29.58511471
217	29.5694512
218	29.55709998
219	29.53480262
220	29.50711888
221	29.49121316
222	29.47508044
223	29.45069957
224	29.43674665
225	29.41972407
226	29.40282115
227	29.38761525
228	29.36932242
229	29.33991103
230	29.32068897
231	29.31039192
232	29.28958154
233	29.26657484
234	29.25275124
235	29.23996344
236	29.20524393
237	29.17494599
238	29.15258098
239	29.13220397
240	29.11086794
241	29.0859753
242	29.07057564
243	29.05277131
244	29.03214317
245	29.0156779
246	29.00361113
247	28.9820608
248	28.96991871
249	28.95276965
250	28.93848914
251	28.92555979
252	28.90562419
253	28.87835143
254	28.86197365
255	28.85006004
256	28.83524788
257	28.82255972
258	28.80263804
259	28.78239016
260	28.76127487
261	28.74950499
262	28.73164727
263	28.71403735
264	28.69951813
265	28.66509844
266	28.65508701
267	28.6328295
268	28.60767185
269	28.59111329
270	28.57714507
271	28.56014194
272	28.53615449
273	28.51876842
274	28.50763761
275	28.49473105
276	28.48558287
277	28.47020989
278	28.45330517
279	28.43174557
280	28.41573106
281	28.40382458
282	28.37222203
283	28.3593
284	28.34463539
285	28.33036122
286	28.31612459
287	28.2958595
288	28.276007
289	28.25376214
290	28.23518054
291	28.2162647
292	28.20510984
293	28.18685947
294	28.16665699
295	28.1517791
296	28.13860523
297	28.12456542
298	28.10925796
299	28.08412562
300	28.06495843
301	28.04190724
302	28.03391811
303	28.01475004
304	28.00324641
305	27.99084533
306	27.97975071
307	27.96273149
308	27.94241609
309	27.93000426
310	27.91843001
311	27.90623804
312	27.88804661
313	27.87600813
314	27.86005229
315	27.84967781
316	27.82552253
317	27.80926875
318	27.79434638
319	27.78543198
320	27.77153249
321	27.75828002
322	27.74388718
323	27.73528689
324	27.72105839
325	27.71010319
326	27.69979365
327	27.6829701
328	27.66462458
329	27.6449525
330	27.63009412
331	27.61846283
332	27.60574539
333	27.58950996
334	27.57327759
335	27.56006921
336	27.54521753
337	27.53134995
338	27.51425814
339	27.49411669
340	27.48344524
341	27.45915266
342	27.44398107
343	27.4302476
344	27.41536236
345	27.39914595
346	27.38763632
347	27.37697875
348	27.36661833
349	27.3500072
350	27.33499275
351	27.32283321
352	27.30781473
353	27.29505831
354	27.28685443
355	27.26918265
356	27.25534722
357	27.23295083
358	27.21800758
359	27.20487327
360	27.19074481
361	27.17674411
362	27.16206081
363	27.15114828
364	27.13590518
365	27.12273916
366	27.1107512
367	27.09605107
368	27.08216673
369	27.07667201
370	27.06266095
371	27.05520133
372	27.04027904
373	27.03181085
374	27.01482784
375	27.00390464
376	26.98709012
377	26.96884676
378	26.95919424
379	26.94261627
380	26.93189085
381	26.91909411
382	26.90711907
383	26.88364279
384	26.86386161
385	26.85139152
386	26.84285367
387	26.83439338
388	26.81519062
389	26.80374978
390	26.7966516
391	26.7865919
392	26.77686083
393	26.76562415
394	26.74967322
395	26.73322605
396	26.71915575
397	26.70864748
398	26.70103434
399	26.68267058
400	26.66895653
401	26.65569057
402	26.64498016
403	26.6327337
404	26.62004561
405	26.61148556
406	26.59620199
407	26.58891772
408	26.57585458
409	26.56682609
410	26.55521306
411	26.54865863
412	26.5310537
413	26.52274445
414	26.50576309
415	26.49602895
416	26.48274828
417	26.47616665
418	26.46448547
419	26.45337892
420	26.44752759
421	26.43715658
422	26.42478695
423	26.41351283
424	26.40227734
425	26.39034988
426	26.37910404
427	26.36930285
428	26.35424543
429	26.34501958
430	26.33549302
431	26.32858264
432	26.31687746
433	26.30592981
434	26.29494678
435	26.28005065
436	26.27315547
437	26.2602182
438	26.25269324
439	26.24695053
440	26.23392218
441	26.22961554
442	26.22099807
443	26.209807
444	26.19801672
445	26.19214831
446	26.18324547
447	26.17249181
448	26.16461161
449	26.15211058
450	26.14053457
451	26.13679319
452	26.12824331
453	26.11897933
454	26.10186015
455	26.09006545
456	26.08014197
457	26.06915325
458	26.05815037
459	26.05015104
460	26.03864674
461	26.02568617
462	26.01807052
463	26.00276196
464	25.98905198
465	25.9764618
466	25.96404339
467	25.95312449
468	25.9381819
469	25.92735959
470	25.91525618
471	25.90446762
472	25.89299256
473	25.87753916
474	25.86341411
475	25.85309906
476	25.84126372
477	25.83079782
478	25.81970479
479	25.8116264
480	25.79836094
481	25.79032148
482	25.779548
483	25.76830496
484	25.75835112
485	25.750274
486	25.74015887
487	25.73185642
488	25.72538566
489	25.71484997
490	25.70152304
491	25.69193091
492	25.68159452
493	25.67690271
494	25.66893943
495	25.6595162
496	25.64857555
497	25.6367729
498	25.62758515
499	25.61564347
500	25.60506924
501	25.59516705
502	25.58529683
503	25.57522389
504	25.56506107
505	25.55305196
506	25.54444352
507	25.5330857
508	25.52439628
509	25.51951658
510	25.51064982
511	25.49770349
512	25.48209106
513	25.47021524
514	25.45870157
515	25.45091827
516	25.43917444
517	25.43002405
518	25.42073414
519	25.40761646
520	25.39871439
521	25.3895738
522	25.37568204
523	25.36524262
524	25.35668807
525	25.34253971
526	25.3347139
527	25.32505196
528	25.31671581
529	25.30992611
530	25.30593256
531	25.29690113
532	25.29049585
533	25.28134957
534	25.26644952
535	25.25065685
536	25.242507
537	25.23243939
538	25.22149647
539	25.20927149
540	25.20337932
541	25.19451973
542	25.18464745
543	25.17446693
544	25.16467459
545	25.15380083
546	25.14342417
547	25.13103288
548	25.12293571
549	25.11405975
550	25.10140526
551	25.09678566
552	25.08291038
553	25.07246417
554	25.0618408
555	25.04572402
556	25.04174997
557	25.03229377
558	25.02247276
559	25.01560963
560	25.00635437
561	24.99898861
562	24.98485881
563	24.97515321
564	24.96424232
565	24.95285476
566	24.94612018
567	24.93653356
568	24.93010195
569	24.91499713
570	24.9060471
571	24.89808386
572	24.88743068
573	24.87734116
574	24.866481
575	24.85727251
576	24.84855152
577	24.83954645
578	24.83060298
579	24.82222613
580	24.81312194
581	24.80817917
582	24.8004871
583	24.79467727
584	24.78706062
585	24.77964512
586	24.76826231
587	24.75784214
588	24.74823551
589	24.73899828
590	24.73227568
591	24.72229998
592	24.71696105
593	24.70818101
594	24.6987376
595	24.69118376
596	24.6830164
597	24.67258692
598	24.66230283
599	24.65428249
600	24.64506297
601	24.6376064
602	24.63089252
603	24.61732302
604	24.61450218
605	24.60610973
606	24.59764035
607	24.58865011
608	24.57666362
609	24.56570906
610	24.55521065
611	24.54607447
612	24.53628715
613	24.52386194
614	24.52034729
615	24.50763189
616	24.50041254
617	24.49284783
618	24.47554291
619	24.46681178
620	24.45791725
621	24.44636233
622	24.43603602
623	24.4330277
624	24.42209813
625	24.41710689
626	24.40570351
627	24.39754711
628	24.39215971
629	24.38300191
630	24.37265547
631	24.36205793
632	24.34834863
633	24.33677107
634	24.32805094
635	24.31930548
636	24.31212232
637	24.30151876
638	24.29357575
639	24.28192998
640	24.27339961
641	24.26061003
642	24.25357775
643	24.24800225
644	24.24157037
645	24.23170632
646	24.22311385
647	24.21764901
648	24.20920041
649	24.2003538
650	24.19328005
651	24.18457917
652	24.17880342
653	24.17351721
654	24.16562674
655	24.1557298
656	24.15190044
657	24.14330078
658	24.13543307
659	24.12849677
660	24.11713813
661	24.11467147
662	24.10805785
663	24.10043086
664	24.09438628
665	24.08696907
666	24.0696026
667	24.06015487
668	24.04874563
669	24.03747928
670	24.02787335
671	24.02174223
672	24.01936659
673	24.01166142
674	24.00289106
675	23.99268402
676	23.9856377
677	23.97995713
678	23.97126684
679	23.9607042
680	23.95325172
681	23.94774606
682	23.93823284
683	23.9330638
684	23.92160575
685	23.91256636
686	23.9060329
687	23.89859313
688	23.89261499
689	23.88262073
690	23.87237818
691	23.86154304
692	23.85548417
693	23.84689778
694	23.8404527
695	23.83527499
696	23.82607807
697	23.81605079
698	23.80776368
699	23.79953692
700	23.79159037
701	23.78242783
702	23.77445109
703	23.7656773
704	23.76085338
705	23.75379832
706	23.74661656
707	23.73832288
708	23.73105151
709	23.72424239
710	23.71865449
711	23.70928166
712	23.70315896
713	23.69816565
714	23.68884842
715	23.6802683
716	23.66979357
717	23.66204796
718	23.65612763
719	23.64915988
720	23.6408586
721	23.63768231
722	23.62887014
723	23.61995516
724	23.61296836
725	23.61032721
726	23.60343506
727	23.59563316
728	23.58857794
729	23.58135381
730	23.57198742
731	23.56244543
732	23.55612135
733	23.55073886
734	23.54092866
735	23.53266447
736	23.52550871
737	23.51867868
738	23.51278564
739	23.49904996
740	23.48355967
741	23.47675482
742	23.46879078
743	23.46040202
744	23.45053637
745	23.44457172
746	23.43803418
747	23.42903211
748	23.42374975
749	23.41667231
750	23.40998959
751	23.40187584
752	23.39352201
753	23.38487678
754	23.37957656
755	23.37283491
756	23.3637101
757	23.35331049
758	23.34289848
759	23.33265428
760	23.32351416
761	23.32006332
762	23.31149962
763	23.30648481
764	23.29802542
765	23.28922754
766	23.28194758
767	23.27288531
768	23.26808162
769	23.26200996
770	23.25599424
771	23.24948421
772	23.24144251
773	23.23603884
774	23.22728186
775	23.22144399
776	23.2135625
777	23.20679206
778	23.20098781
779	23.19108574
780	23.18634379
781	23.17783614
782	23.16741818
783	23.16174861
784	23.15410643
785	23.14624658
786	23.14039561
787	23.13370608
788	23.12792061
789	23.12142923
790	23.11622071
791	23.10970474
792	23.10534766
793	23.09988863
794	23.09268495
795	23.08602094
796	23.07440384
797	23.06855047
798	23.06009407
799	23.04808212
800	23.03974304
801	23.03602301
802	23.03046962
803	23.0232778
804	23.01631348
805	23.01082373
806	23.0042016
807	22.9976539
808	22.98443008
809	22.97900423
810	22.97259148
811	22.96752843
812	22.96130436
813	22.9557978
814	22.94920671
815	22.94167409
816	22.93366172
817	22.9268775
818	22.91978363
819	22.90990537
820	22.90070557
821	22.89223223
822	22.88254019
823	22.87757179
824	22.87258932
825	22.86362544
826	22.8580887
827	22.85068743
828	22.84339251
829	22.83597414
830	22.83178187
831	22.82478463
832	22.81891766
833	22.81197915
834	22.80136429
835	22.79632782
836	22.79137585
837	22.7833029
838	22.77652829
839	22.76937437
840	22.76552305
841	22.75784888
842	22.75088745
843	22.74623122
844	22.73996901
845	22.73496942
846	22.72914282
847	22.7200469
848	22.71467781
849	22.70788617
850	22.69942089
851	22.69063405
852	22.68445593
853	22.67579249
854	22.66923721
855	22.66340392
856	22.65987832
857	22.65303511
858	22.6491889
859	22.64406983
860	22.63755955
861	22.63198371
862	22.62563538
863	22.61863543
864	22.61202424
865	22.60473374
866	22.59474784
867	22.58837969
868	22.58396381
869	22.57501943
870	22.56977941
871	22.56104045
872	22.55189915
873	22.54509366
874	22.53895341
875	22.53063327
876	22.52803844
877	22.52218758
878	22.51438671
879	22.50680353
880	22.49913471
881	22.49502906
882	22.4889737
883	22.48392601
884	22.47705494
885	22.47106694
886	22.4629272
887	22.45540939
888	22.4479288
889	22.44015725
890	22.43478835
891	22.42955782
892	22.42414912
893	22.41817375
894	22.41299568
895	22.40544344
896	22.39788019
897	22.39224611
898	22.38893724
899	22.38398092
900	22.37868168
901	22.37036959
902	22.36420978
903	22.35791761
904	22.34895222
905	22.34103673
906	22.33287297
907	22.32594226
908	22.32079088
909	22.31001466
910	22.30393539
911	22.29774983
912	22.29129212
913	22.28692745
914	22.27989276
915	22.27281517
916	22.2677692
917	22.26225405
918	22.25611812
919	22.2507213
920	22.24683482
921	22.24223577
922	22.23529529
923	22.22964706
924	22.22329809
925	22.21803883
926	22.21109716
927	22.20199451
928	22.1941371
929	22.18842738
930	22.18211121
931	22.17778581
932	22.17180907
933	22.16669202
934	22.16135623
935	22.15251039
936	22.14416038
937	22.13703234
938	22.13119081
939	22.12485123
940	22.12014707
941	22.11243555
942	22.10476525
943	22.09907686
944	22.08831304
945	22.08375292
946	22.07947352
947	22.07304831
948	22.0652364
949	22.05973036
950	22.05479171
951	22.05246793
952	22.04405454
953	22.0385795
954	22.03335316
955	22.02967553
956	22.0231903
957	22.01824382
958	22.01268948
959	22.00577533
960	22.00014014
961	21.99424633
962	21.98595504
963	21.9807246
964	21.97359071
965	21.96349804
966	21.95707684
967	21.9503285
968	21.94490013
969	21.93661291
970	21.93141953
971	21.92643835
972	21.91987226
973	21.9108598
974	21.90489005
975	21.8998489
976	21.89127962
977	21.88829005
978	21.88144411
979	21.874579
980	21.87046828
981	21.8648503
982	21.85929234
983	21.8552594
984	21.85075869
985	21.84498868
986	21.83829421
987	21.8332423
988	21.82884254
989	21.82315702
990	21.81688107
991	21.81176793
992	21.80504707
993	21.79977174
994	21.79345922
995	21.78765921
996	21.78020356
997	21.77052145
998	21.76687437
999	21.7615749
