Place_ID X Date,target
15WCXN1 X 2020-01-11,95.0
15WCXN1 X 2020-01-12,112.0
15WCXN1 X 2020-01-13,65.0
15WCXN1 X 2020-01-14,49.0
15WCXN1 X 2020-01-15,66.0
15WCXN1 X 2020-01-16,54.0
15WCXN1 X 2020-01-17,48.0
15WCXN1 X 2020-01-18,72.0
15WCXN1 X 2020-01-19,76.0
15WCXN1 X 2020-01-20,65.0
15WCXN1 X 2020-01-21,70.0
15WCXN1 X 2020-01-22,70.0
15WCXN1 X 2020-01-23,80.0
15WCXN1 X 2020-01-24,61.0
15WCXN1 X 2020-01-25,111.0
15WCXN1 X 2020-01-26,61.0
15WCXN1 X 2020-01-27,70.0
15WCXN1 X 2020-01-28,58.0
15WCXN1 X 2020-01-29,44.0
15WCXN1 X 2020-01-30,70.0
15WCXN1 X 2020-01-31,61.0
15WCXN1 X 2020-02-01,39.0
15WCXN1 X 2020-02-02,37.0
15WCXN1 X 2020-02-03,35.0
15WCXN1 X 2020-02-04,47.0
15WCXN1 X 2020-02-05,41.0
15WCXN1 X 2020-02-06,65.0
15WCXN1 X 2020-02-07,64.0
15WCXN1 X 2020-02-08,36.0
15WCXN1 X 2020-02-09,88.0
15WCXN1 X 2020-02-10,71.0
15WCXN1 X 2020-02-11,57.0
15WCXN1 X 2020-02-12,52.0
15WCXN1 X 2020-02-13,68.0
15WCXN1 X 2020-02-14,79.0
15WCXN1 X 2020-02-15,116.0
15WCXN1 X 2020-02-16,80.0
15WCXN1 X 2020-02-17,62.0
15WCXN1 X 2020-02-18,47.0
15WCXN1 X 2020-02-19,56.0
15WCXN1 X 2020-02-20,62.0
15WCXN1 X 2020-02-21,71.0
15WCXN1 X 2020-02-22,57.0
15WCXN1 X 2020-02-23,52.0
15WCXN1 X 2020-02-24,36.0
15WCXN1 X 2020-02-25,63.0
15WCXN1 X 2020-02-26,47.0
15WCXN1 X 2020-02-27,63.0
15WCXN1 X 2020-02-28,57.0
15WCXN1 X 2020-02-29,69.0
15WCXN1 X 2020-03-01,53.0
15WCXN1 X 2020-03-02,83.0
15WCXN1 X 2020-03-03,95.0
15WCXN1 X 2020-03-04,64.0
15WCXN1 X 2020-03-05,69.0
15WCXN1 X 2020-03-06,68.0
15WCXN1 X 2020-03-07,80.0
15WCXN1 X 2020-03-08,98.0
15WCXN1 X 2020-03-09,63.0
15WCXN1 X 2020-03-10,63.0
15WCXN1 X 2020-03-11,56.0
15WCXN1 X 2020-03-12,18.0
15WCXN1 X 2020-03-13,60.0
15WCXN1 X 2020-03-14,51.0
15WCXN1 X 2020-03-15,53.0
15WCXN1 X 2020-03-16,44.0
15WCXN1 X 2020-03-17,81.0
15WCXN1 X 2020-03-18,75.0
15WCXN1 X 2020-03-19,63.0
15WCXN1 X 2020-03-20,53.0
15WCXN1 X 2020-03-21,48.0
15WCXN1 X 2020-03-22,69.0
15WCXN1 X 2020-03-23,61.0
15WCXN1 X 2020-03-24,55.0
15WCXN1 X 2020-03-25,62.0
15WCXN1 X 2020-03-26,43.0
15WCXN1 X 2020-03-27,68.0
15WCXN1 X 2020-03-28,47.0
15WCXN1 X 2020-03-29,54.0
15WCXN1 X 2020-03-30,45.0
15WCXN1 X 2020-03-31,64.0
15WCXN1 X 2020-04-01,20.0
15WCXN1 X 2020-04-02,29.0
15WCXN1 X 2020-04-03,21.0
15WCXN1 X 2020-04-04,15.0
19090SM X 2020-01-02,22.0
19090SM X 2020-01-03,24.0
19090SM X 2020-01-04,35.0
19090SM X 2020-01-05,18.0
19090SM X 2020-01-06,34.0
19090SM X 2020-01-07,16.0
19090SM X 2020-01-08,17.0
19090SM X 2020-01-09,25.0
19090SM X 2020-01-10,7.0
19090SM X 2020-01-11,22.0
19090SM X 2020-01-12,23.0
19090SM X 2020-01-13,32.0
19090SM X 2020-01-14,28.0
19090SM X 2020-01-15,18.0
19090SM X 2020-01-16,30.0
19090SM X 2020-01-17,21.0
19090SM X 2020-01-18,10.0
19090SM X 2020-01-19,20.0
19090SM X 2020-01-20,19.0
19090SM X 2020-01-21,12.0
19090SM X 2020-01-22,21.0
19090SM X 2020-01-23,24.0
19090SM X 2020-02-18,26.0
19090SM X 2020-02-19,12.0
19090SM X 2020-02-20,20.0
19090SM X 2020-02-21,14.0
19090SM X 2020-02-22,28.0
19090SM X 2020-02-23,5.0
19090SM X 2020-02-24,18.0
19090SM X 2020-02-25,14.0
19090SM X 2020-02-26,14.0
19090SM X 2020-02-27,25.0
19090SM X 2020-02-28,33.0
19090SM X 2020-02-29,34.0
19090SM X 2020-03-01,13.0
19090SM X 2020-03-02,29.0
19090SM X 2020-03-03,18.0
19090SM X 2020-03-04,12.0
19090SM X 2020-03-05,20.0
19090SM X 2020-03-06,23.0
19090SM X 2020-03-07,17.0
19090SM X 2020-03-08,17.0
19090SM X 2020-03-09,18.0
19090SM X 2020-03-10,13.0
19090SM X 2020-03-11,17.0
19090SM X 2020-03-12,19.0
19090SM X 2020-03-13,10.0
19090SM X 2020-03-14,6.0
19090SM X 2020-03-15,10.0
19090SM X 2020-03-16,12.0
19090SM X 2020-03-17,25.0
19090SM X 2020-03-18,10.0
19090SM X 2020-03-19,18.0
19090SM X 2020-03-20,27.0
19090SM X 2020-03-21,7.0
19090SM X 2020-03-22,16.0
19090SM X 2020-03-23,5.0
19090SM X 2020-03-24,4.0
19090SM X 2020-03-25,22.0
19090SM X 2020-03-26,11.0
19090SM X 2020-03-27,33.0
19090SM X 2020-03-28,30.0
19090SM X 2020-03-29,18.0
19090SM X 2020-03-30,16.0
19090SM X 2020-03-31,38.0
19090SM X 2020-04-01,23.0
19090SM X 2020-04-02,19.0
19090SM X 2020-04-03,12.0
19090SM X 2020-04-04,19.0
1BD5TVT X 2020-01-02,16.0
1BD5TVT X 2020-01-03,7.0
1BD5TVT X 2020-01-04,9.0
1BD5TVT X 2020-01-05,-5.0
1BD5TVT X 2020-01-06,8.0
1BD5TVT X 2020-01-07,6.0
1BD5TVT X 2020-01-08,11.0
1BD5TVT X 2020-01-09,36.0
1BD5TVT X 2020-01-10,21.0
1BD5TVT X 2020-01-11,45.0
1BD5TVT X 2020-01-12,54.0
1BD5TVT X 2020-01-13,15.0
1BD5TVT X 2020-01-14,24.0
1BD5TVT X 2020-01-15,30.0
1BD5TVT X 2020-01-16,15.0
1BD5TVT X 2020-01-17,14.0
1BD5TVT X 2020-01-18,13.0
1BD5TVT X 2020-01-19,8.0
1BD5TVT X 2020-01-20,19.0
1BD5TVT X 2020-01-21,15.0
1BD5TVT X 2020-01-22,15.0
1BD5TVT X 2020-01-23,84.0
1BD5TVT X 2020-01-24,88.0
1BD5TVT X 2020-01-25,91.0
1BD5TVT X 2020-01-26,125.0
1BD5TVT X 2020-01-27,126.0
1BD5TVT X 2020-01-28,122.0
1BD5TVT X 2020-01-29,118.0
1BD5TVT X 2020-01-30,119.0
1BD5TVT X 2020-01-31,104.0
1BD5TVT X 2020-02-01,88.0
1BD5TVT X 2020-02-02,76.0
1BD5TVT X 2020-02-03,91.0
1BD5TVT X 2020-02-04,104.0
1BD5TVT X 2020-02-05,118.0
1BD5TVT X 2020-02-06,109.0
1BD5TVT X 2020-02-07,130.0
1BD5TVT X 2020-02-08,110.0
1BD5TVT X 2020-02-09,113.0
1BD5TVT X 2020-02-10,128.0
1BD5TVT X 2020-02-11,102.0
1BD5TVT X 2020-02-12,114.0
1BD5TVT X 2020-02-13,85.0
1BD5TVT X 2020-02-14,67.0
1BD5TVT X 2020-02-15,68.0
1BD5TVT X 2020-02-16,56.0
1BD5TVT X 2020-02-17,65.0
1BD5TVT X 2020-02-18,64.0
1BD5TVT X 2020-02-19,78.0
1BD5TVT X 2020-02-20,106.0
1BD5TVT X 2020-02-21,110.0
1BD5TVT X 2020-02-22,128.0
1BD5TVT X 2020-02-23,116.0
1BD5TVT X 2020-02-24,114.0
1BD5TVT X 2020-02-25,96.0
1BD5TVT X 2020-02-26,80.0
1BD5TVT X 2020-02-27,80.0
1BD5TVT X 2020-02-28,80.0
1BD5TVT X 2020-02-29,82.0
1BD5TVT X 2020-03-01,125.0
1BD5TVT X 2020-03-02,89.0
1BD5TVT X 2020-03-03,125.0
1BD5TVT X 2020-03-04,82.0
1BD5TVT X 2020-03-05,77.0
1BD5TVT X 2020-03-06,62.0
1BD5TVT X 2020-03-07,68.0
1BD5TVT X 2020-03-08,67.0
1BD5TVT X 2020-03-09,73.0
1BD5TVT X 2020-03-10,81.0
1BD5TVT X 2020-03-11,126.0
1BD5TVT X 2020-03-12,140.0
1BD5TVT X 2020-03-13,140.0
1BD5TVT X 2020-03-14,104.0
1BD5TVT X 2020-03-15,131.0
1BD5TVT X 2020-03-16,166.0
1BD5TVT X 2020-03-17,126.0
1BD5TVT X 2020-03-18,95.0
1BD5TVT X 2020-03-19,88.0
1BD5TVT X 2020-03-20,73.0
1BD5TVT X 2020-03-21,53.0
1BD5TVT X 2020-03-22,74.0
1BD5TVT X 2020-03-23,64.0
1BD5TVT X 2020-03-24,51.0
1BD5TVT X 2020-03-25,62.0
1BD5TVT X 2020-03-26,65.0
1BD5TVT X 2020-03-27,58.0
1BD5TVT X 2020-03-28,58.0
1BD5TVT X 2020-03-29,58.0
1BD5TVT X 2020-03-30,84.0
1BD5TVT X 2020-03-31,82.0
1BD5TVT X 2020-04-01,70.0
1BD5TVT X 2020-04-02,64.0
1BD5TVT X 2020-04-03,66.0
1BD5TVT X 2020-04-04,66.0
1JJE0UY X 2020-01-02,55.0
1JJE0UY X 2020-01-03,76.0
1JJE0UY X 2020-01-04,52.0
1JJE0UY X 2020-01-05,69.0
1JJE0UY X 2020-01-06,60.0
1JJE0UY X 2020-01-07,75.0
1JJE0UY X 2020-01-08,63.0
1JJE0UY X 2020-01-09,60.0
1JJE0UY X 2020-01-10,51.0
1JJE0UY X 2020-01-11,42.0
1JJE0UY X 2020-01-12,58.0
1JJE0UY X 2020-01-13,58.0
1JJE0UY X 2020-01-14,52.0
1JJE0UY X 2020-01-15,60.0
1JJE0UY X 2020-01-16,48.0
1JJE0UY X 2020-01-17,54.0
1JJE0UY X 2020-01-18,63.0
1JJE0UY X 2020-01-19,57.0
1JJE0UY X 2020-01-20,55.0
1JJE0UY X 2020-01-21,59.0
1JJE0UY X 2020-01-22,63.0
1JJE0UY X 2020-01-23,65.0
1JJE0UY X 2020-01-24,73.0
1JJE0UY X 2020-01-25,10.0
1JJE0UY X 2020-01-26,4.0
1JJE0UY X 2020-01-27,7.0
1JJE0UY X 2020-01-28,11.0
1JJE0UY X 2020-01-29,6.0
1JJE0UY X 2020-01-30,22.0
1JJE0UY X 2020-01-31,50.0
1JJE0UY X 2020-02-01,26.0
1JJE0UY X 2020-02-02,32.0
1JJE0UY X 2020-02-03,20.0
1JJE0UY X 2020-02-04,25.0
1JJE0UY X 2020-02-05,11.0
1JJE0UY X 2020-02-06,19.0
1JJE0UY X 2020-02-07,24.0
1JJE0UY X 2020-02-08,21.0
1JJE0UY X 2020-02-09,19.0
1JJE0UY X 2020-02-10,24.0
1JJE0UY X 2020-02-11,11.0
1JJE0UY X 2020-02-12,23.0
1JJE0UY X 2020-02-13,14.0
1JJE0UY X 2020-02-14,27.0
1JJE0UY X 2020-02-15,9.0
1JJE0UY X 2020-02-16,25.0
1JJE0UY X 2020-02-17,16.0
1JJE0UY X 2020-02-18,36.0
1JJE0UY X 2020-02-19,20.0
1JJE0UY X 2020-02-20,31.0
1JJE0UY X 2020-02-21,17.0
1JJE0UY X 2020-02-22,39.0
1JJE0UY X 2020-02-23,22.0
1JJE0UY X 2020-02-24,43.0
1JJE0UY X 2020-02-25,41.0
1JJE0UY X 2020-02-26,21.0
1JJE0UY X 2020-02-27,30.0
1JJE0UY X 2020-02-28,39.0
1JJE0UY X 2020-02-29,53.0
1JJE0UY X 2020-03-01,34.0
1JJE0UY X 2020-03-02,67.0
1JJE0UY X 2020-03-03,47.0
1JJE0UY X 2020-03-04,17.0
1JJE0UY X 2020-03-05,14.0
1JJE0UY X 2020-03-06,7.0
1JJE0UY X 2020-03-07,14.0
1JJE0UY X 2020-03-08,35.0
1JJE0UY X 2020-03-09,24.0
1JJE0UY X 2020-03-10,24.0
1JJE0UY X 2020-03-11,8.0
1JJE0UY X 2020-03-12,6.0
1JJE0UY X 2020-03-13,16.0
1JJE0UY X 2020-03-14,30.0
1JJE0UY X 2020-03-15,43.0
1JJE0UY X 2020-03-16,41.0
1JJE0UY X 2020-03-17,29.0
1JJE0UY X 2020-03-18,70.0
1JJE0UY X 2020-03-19,59.0
1JJE0UY X 2020-03-20,71.0
1JJE0UY X 2020-03-21,27.0
1JJE0UY X 2020-03-22,23.0
1JJE0UY X 2020-03-23,27.0
1JJE0UY X 2020-03-24,6.0
1JJE0UY X 2020-03-25,12.0
1JJE0UY X 2020-03-26,30.0
1JJE0UY X 2020-03-27,22.0
1JJE0UY X 2020-03-28,113.0
1JJE0UY X 2020-03-29,121.0
1JJE0UY X 2020-03-30,133.0
1JJE0UY X 2020-03-31,84.0
1JJE0UY X 2020-04-01,72.0
1JJE0UY X 2020-04-02,97.0
1JJE0UY X 2020-04-03,90.0
1JJE0UY X 2020-04-04,80.0
1PILPB3 X 2020-01-02,87.0
1PILPB3 X 2020-01-03,104.0
1PILPB3 X 2020-01-04,84.0
1PILPB3 X 2020-01-05,115.0
1PILPB3 X 2020-01-06,98.0
1PILPB3 X 2020-01-07,90.0
1PILPB3 X 2020-01-08,114.0
1PILPB3 X 2020-01-09,60.0
1PILPB3 X 2020-01-10,94.0
1PILPB3 X 2020-01-11,82.0
1PILPB3 X 2020-01-12,85.0
1PILPB3 X 2020-01-13,117.0
1PILPB3 X 2020-01-14,95.0
1PILPB3 X 2020-01-15,87.0
1PILPB3 X 2020-01-16,96.0
1PILPB3 X 2020-01-17,80.0
1PILPB3 X 2020-01-18,38.0
1PILPB3 X 2020-01-19,22.0
1PILPB3 X 2020-01-20,75.0
1PILPB3 X 2020-01-21,73.0
1PILPB3 X 2020-01-22,77.0
1PILPB3 X 2020-01-23,87.0
1PILPB3 X 2020-01-24,82.0
1PILPB3 X 2020-01-25,68.0
1PILPB3 X 2020-01-26,80.0
1PILPB3 X 2020-01-27,64.0
1PILPB3 X 2020-01-28,65.0
1PILPB3 X 2020-01-29,79.0
1PILPB3 X 2020-01-30,66.0
1PILPB3 X 2020-01-31,60.0
1PILPB3 X 2020-02-01,62.0
1PILPB3 X 2020-02-02,81.0
1PILPB3 X 2020-02-03,65.0
1PILPB3 X 2020-02-04,87.0
1PILPB3 X 2020-02-05,66.0
1PILPB3 X 2020-02-06,64.0
1PILPB3 X 2020-02-07,65.0
1PILPB3 X 2020-02-08,55.0
1PILPB3 X 2020-02-09,44.0
1PILPB3 X 2020-02-10,70.0
1PILPB3 X 2020-02-11,84.0
1PILPB3 X 2020-02-12,87.0
1PILPB3 X 2020-02-13,72.0
1PILPB3 X 2020-02-14,79.0
1PILPB3 X 2020-02-15,81.0
1PILPB3 X 2020-02-16,76.0
1PILPB3 X 2020-02-17,78.0
1PILPB3 X 2020-02-18,92.0
1PILPB3 X 2020-02-19,73.0
1PILPB3 X 2020-02-20,73.0
1PILPB3 X 2020-02-21,82.0
1PILPB3 X 2020-02-22,80.0
1PILPB3 X 2020-02-23,65.0
1PILPB3 X 2020-02-24,79.0
1PILPB3 X 2020-02-25,56.0
1PILPB3 X 2020-02-26,49.0
1PILPB3 X 2020-02-27,80.0
1PILPB3 X 2020-02-28,76.0
1PILPB3 X 2020-02-29,68.0
1PILPB3 X 2020-03-01,74.0
1PILPB3 X 2020-03-02,56.0
1PILPB3 X 2020-03-03,81.0
1PILPB3 X 2020-03-04,68.0
1PILPB3 X 2020-03-05,93.0
1PILPB3 X 2020-03-06,51.0
1PILPB3 X 2020-03-07,126.0
1PILPB3 X 2020-03-08,85.0
1PILPB3 X 2020-03-09,85.0
1PILPB3 X 2020-03-10,72.0
1PILPB3 X 2020-03-11,72.0
1PILPB3 X 2020-03-12,87.0
1PILPB3 X 2020-03-13,54.0
1PILPB3 X 2020-03-14,63.0
1PILPB3 X 2020-03-15,81.0
1PILPB3 X 2020-03-16,87.0
1PILPB3 X 2020-03-17,71.0
1PILPB3 X 2020-03-18,69.0
1PILPB3 X 2020-03-19,63.0
1PILPB3 X 2020-03-20,79.0
1PILPB3 X 2020-03-21,56.0
1PILPB3 X 2020-03-22,57.0
1PILPB3 X 2020-03-23,56.0
1PILPB3 X 2020-03-24,50.0
1PILPB3 X 2020-03-25,60.0
1PILPB3 X 2020-03-26,58.0
1PILPB3 X 2020-03-27,64.0
1PILPB3 X 2020-03-28,37.0
1PILPB3 X 2020-03-29,43.0
1PILPB3 X 2020-03-30,14.0
1PILPB3 X 2020-03-31,20.0
1PILPB3 X 2020-04-01,56.0
1PILPB3 X 2020-04-02,55.0
1PILPB3 X 2020-04-03,47.0
1PILPB3 X 2020-04-04,15.0
1WV2OIN X 2020-01-02,16.0
1WV2OIN X 2020-01-03,50.0
1WV2OIN X 2020-01-04,45.0
1WV2OIN X 2020-01-05,54.0
1WV2OIN X 2020-01-06,46.0
1WV2OIN X 2020-01-07,60.0
1WV2OIN X 2020-01-08,37.0
1WV2OIN X 2020-01-09,26.0
1WV2OIN X 2020-01-10,42.0
1WV2OIN X 2020-01-11,17.0
1WV2OIN X 2020-01-12,48.0
1WV2OIN X 2020-01-13,39.0
1WV2OIN X 2020-01-14,56.0
1WV2OIN X 2020-01-15,47.0
1WV2OIN X 2020-01-16,57.0
1WV2OIN X 2020-01-17,26.0
1WV2OIN X 2020-01-18,58.0
1WV2OIN X 2020-01-19,42.0
1WV2OIN X 2020-01-20,22.0
1WV2OIN X 2020-01-21,24.0
1WV2OIN X 2020-01-22,15.0
1WV2OIN X 2020-01-23,14.0
1WV2OIN X 2020-01-24,18.0
1WV2OIN X 2020-01-25,17.0
1WV2OIN X 2020-01-26,42.0
1WV2OIN X 2020-01-27,30.0
1WV2OIN X 2020-01-28,44.0
1WV2OIN X 2020-01-29,17.0
1WV2OIN X 2020-01-30,28.0
1WV2OIN X 2020-01-31,49.0
1WV2OIN X 2020-02-01,10.0
1WV2OIN X 2020-02-02,12.0
1WV2OIN X 2020-02-03,34.0
1WV2OIN X 2020-02-04,54.0
1WV2OIN X 2020-02-05,52.0
1WV2OIN X 2020-02-06,52.0
1WV2OIN X 2020-02-07,46.0
1WV2OIN X 2020-02-08,45.0
1WV2OIN X 2020-02-09,31.0
1WV2OIN X 2020-02-10,22.0
1WV2OIN X 2020-02-11,23.0
1WV2OIN X 2020-02-12,71.0
1WV2OIN X 2020-02-13,17.0
1WV2OIN X 2020-02-14,48.0
1WV2OIN X 2020-02-15,41.0
1WV2OIN X 2020-02-16,48.0
1WV2OIN X 2020-02-17,61.0
1WV2OIN X 2020-02-18,45.0
1WV2OIN X 2020-02-19,16.0
1WV2OIN X 2020-02-20,23.0
1WV2OIN X 2020-02-21,19.0
1WV2OIN X 2020-02-22,31.0
1WV2OIN X 2020-02-23,41.0
1WV2OIN X 2020-02-24,32.0
1WV2OIN X 2020-02-25,39.0
1WV2OIN X 2020-02-26,17.0
1WV2OIN X 2020-02-27,26.0
1WV2OIN X 2020-02-28,52.0
1WV2OIN X 2020-02-29,28.0
1WV2OIN X 2020-03-01,30.0
1WV2OIN X 2020-03-02,39.0
1WV2OIN X 2020-03-03,57.0
1WV2OIN X 2020-03-04,30.0
1WV2OIN X 2020-03-05,49.0
1WV2OIN X 2020-03-06,29.0
1WV2OIN X 2020-03-07,31.0
1WV2OIN X 2020-03-08,10.0
1WV2OIN X 2020-03-09,51.0
1WV2OIN X 2020-03-10,27.0
1WV2OIN X 2020-03-11,43.0
1WV2OIN X 2020-03-12,22.0
