Place_ID X Date,target
0Q2LTOG X 2020-02-23,81.0
0Q2LTOG X 2020-02-24,89.0
0Q2LTOG X 2020-02-25,64.0
0Q2LTOG X 2020-02-26,85.0
0Q2LTOG X 2020-02-27,94.0
0Q2LTOG X 2020-02-28,91.0
0Q2LTOG X 2020-02-29,61.0
0Q2LTOG X 2020-03-01,89.0
0Q2LTOG X 2020-03-02,62.0
0Q2LTOG X 2020-03-03,98.0
0Q2LTOG X 2020-03-04,61.0
0Q2LTOG X 2020-03-05,75.0
0Q2LTOG X 2020-03-06,92.0
0Q2LTOG X 2020-03-07,114.0
0Q2LTOG X 2020-03-08,108.0
0Q2LTOG X 2020-03-09,131.0
0Q2LTOG X 2020-03-10,55.0
0Q2LTOG X 2020-03-11,56.0
0Q2LTOG X 2020-03-12,71.0
0Q2LTOG X 2020-03-13,35.0
0Q2LTOG X 2020-03-14,66.0
0Q2LTOG X 2020-03-15,57.0
0Q2LTOG X 2020-03-16,75.0
0Q2LTOG X 2020-03-17,127.0
0Q2LTOG X 2020-03-18,90.0
0Q2LTOG X 2020-03-19,40.0
0Q2LTOG X 2020-03-20,60.0
0Q2LTOG X 2020-03-21,122.0
0Q2LTOG X 2020-03-22,53.0
0Q2LTOG X 2020-03-23,100.0
0Q2LTOG X 2020-03-24,97.0
0Q2LTOG X 2020-03-25,86.0
0Q2LTOG X 2020-03-26,109.0
0Q2LTOG X 2020-03-27,53.0
0Q2LTOG X 2020-03-28,70.0
0Q2LTOG X 2020-03-29,63.0
0Q2LTOG X 2020-03-30,81.0
0Q2LTOG X 2020-03-31,70.0
0Q2LTOG X 2020-04-01,53.0
0Q2LTOG X 2020-04-02,83.0
0Q2LTOG X 2020-04-03,66.0
0Q2LTOG X 2020-04-04,61.0
15WCXN1 X 2020-01-02,189.0
15WCXN1 X 2020-01-03,173.0
15WCXN1 X 2020-01-04,188.0
15WCXN1 X 2020-01-05,183.0
15WCXN1 X 2020-01-06,144.0
15WCXN1 X 2020-01-07,126.0
15WCXN1 X 2020-01-08,154.0
15WCXN1 X 2020-01-09,200.0
15WCXN1 X 2020-01-10,219.0
15WCXN1 X 2020-01-11,264.0
15WCXN1 X 2020-01-12,191.0
15WCXN1 X 2020-01-13,128.0
15WCXN1 X 2020-01-14,127.0
15WCXN1 X 2020-01-15,199.0
15WCXN1 X 2020-01-16,164.0
15WCXN1 X 2020-01-17,151.0
15WCXN1 X 2020-01-18,263.0
15WCXN1 X 2020-01-19,97.0
15WCXN1 X 2020-01-20,91.0
15WCXN1 X 2020-01-21,173.0
15WCXN1 X 2020-01-22,186.0
15WCXN1 X 2020-01-23,119.0
15WCXN1 X 2020-01-24,127.0
15WCXN1 X 2020-01-25,156.0
15WCXN1 X 2020-01-26,148.0
15WCXN1 X 2020-01-27,131.0
15WCXN1 X 2020-01-28,196.0
15WCXN1 X 2020-01-29,169.0
15WCXN1 X 2020-01-30,138.0
15WCXN1 X 2020-01-31,165.0
15WCXN1 X 2020-02-01,142.0
15WCXN1 X 2020-02-02,145.0
15WCXN1 X 2020-02-03,116.0
15WCXN1 X 2020-02-04,64.0
15WCXN1 X 2020-02-05,111.0
15WCXN1 X 2020-02-06,125.0
15WCXN1 X 2020-02-07,171.0
15WCXN1 X 2020-02-08,125.0
15WCXN1 X 2020-02-09,149.0
15WCXN1 X 2020-02-10,161.0
15WCXN1 X 2020-02-11,200.0
15WCXN1 X 2020-02-12,114.0
15WCXN1 X 2020-02-13,137.0
15WCXN1 X 2020-02-14,81.0
15WCXN1 X 2020-02-15,111.0
15WCXN1 X 2020-02-16,83.0
15WCXN1 X 2020-02-17,87.0
15WCXN1 X 2020-02-18,142.0
15WCXN1 X 2020-02-19,114.0
15WCXN1 X 2020-02-20,91.0
15WCXN1 X 2020-02-21,129.0
15WCXN1 X 2020-02-22,66.0
15WCXN1 X 2020-02-23,137.0
15WCXN1 X 2020-02-24,63.0
15WCXN1 X 2020-02-25,46.0
15WCXN1 X 2020-02-26,38.0
15WCXN1 X 2020-02-27,63.0
15WCXN1 X 2020-02-28,97.0
15WCXN1 X 2020-02-29,82.0
15WCXN1 X 2020-03-01,58.0
15WCXN1 X 2020-03-02,87.0
15WCXN1 X 2020-03-03,115.0
15WCXN1 X 2020-03-04,133.0
15WCXN1 X 2020-03-05,116.0
15WCXN1 X 2020-03-06,99.0
15WCXN1 X 2020-03-07,82.0
15WCXN1 X 2020-03-08,66.0
15WCXN1 X 2020-03-09,102.0
15WCXN1 X 2020-03-10,102.0
15WCXN1 X 2020-03-11,94.0
15WCXN1 X 2020-03-12,63.0
15WCXN1 X 2020-03-13,70.0
15WCXN1 X 2020-03-14,94.0
15WCXN1 X 2020-03-15,33.0
15WCXN1 X 2020-03-16,79.0
15WCXN1 X 2020-03-17,92.0
15WCXN1 X 2020-03-18,100.0
15WCXN1 X 2020-03-19,26.0
15WCXN1 X 2020-03-20,116.0
15WCXN1 X 2020-03-21,78.0
15WCXN1 X 2020-03-22,117.0
15WCXN1 X 2020-03-23,75.0
15WCXN1 X 2020-03-24,110.0
15WCXN1 X 2020-03-25,77.0
15WCXN1 X 2020-03-26,48.0
15WCXN1 X 2020-03-27,56.0
15WCXN1 X 2020-03-28,76.0
15WCXN1 X 2020-03-29,113.0
15WCXN1 X 2020-03-30,133.0
15WCXN1 X 2020-03-31,122.0
15WCXN1 X 2020-04-01,63.0
15WCXN1 X 2020-04-02,79.0
15WCXN1 X 2020-04-03,50.0
15WCXN1 X 2020-04-04,67.0
19090SM X 2020-01-02,62.0
19090SM X 2020-01-03,146.0
19090SM X 2020-01-04,166.0
19090SM X 2020-01-05,189.0
19090SM X 2020-01-06,138.0
19090SM X 2020-01-07,149.0
19090SM X 2020-01-08,91.0
19090SM X 2020-01-09,184.0
19090SM X 2020-01-10,112.0
19090SM X 2020-01-11,95.0
19090SM X 2020-01-12,83.0
19090SM X 2020-01-13,146.0
19090SM X 2020-01-14,157.0
19090SM X 2020-01-15,94.0
19090SM X 2020-01-16,107.0
19090SM X 2020-01-17,95.0
19090SM X 2020-01-18,144.0
19090SM X 2020-01-19,81.0
19090SM X 2020-01-20,130.0
19090SM X 2020-01-21,76.0
19090SM X 2020-01-22,61.0
19090SM X 2020-01-23,161.0
19090SM X 2020-02-18,118.0
19090SM X 2020-02-19,71.0
19090SM X 2020-02-20,89.0
19090SM X 2020-02-21,137.0
19090SM X 2020-02-22,98.0
19090SM X 2020-02-23,96.0
19090SM X 2020-02-24,86.0
19090SM X 2020-02-25,17.0
19090SM X 2020-02-26,154.0
19090SM X 2020-02-27,130.0
19090SM X 2020-02-28,100.0
19090SM X 2020-02-29,142.0
19090SM X 2020-03-01,78.0
19090SM X 2020-03-02,50.0
19090SM X 2020-03-03,98.0
19090SM X 2020-03-04,56.0
19090SM X 2020-03-05,63.0
19090SM X 2020-03-06,80.0
19090SM X 2020-03-07,60.0
19090SM X 2020-03-08,115.0
19090SM X 2020-03-09,75.0
19090SM X 2020-03-10,120.0
19090SM X 2020-03-11,118.0
19090SM X 2020-03-12,67.0
19090SM X 2020-03-13,41.0
19090SM X 2020-03-14,50.0
19090SM X 2020-03-15,101.0
19090SM X 2020-03-16,88.0
19090SM X 2020-03-17,71.0
19090SM X 2020-03-18,47.0
19090SM X 2020-03-19,80.0
19090SM X 2020-03-20,77.0
19090SM X 2020-03-21,93.0
19090SM X 2020-03-22,63.0
19090SM X 2020-03-23,56.0
19090SM X 2020-03-24,84.0
19090SM X 2020-03-25,64.0
19090SM X 2020-03-26,98.0
19090SM X 2020-03-27,76.0
19090SM X 2020-03-28,39.0
19090SM X 2020-03-29,43.0
19090SM X 2020-03-30,61.0
19090SM X 2020-03-31,56.0
19090SM X 2020-04-01,78.0
19090SM X 2020-04-02,38.0
19090SM X 2020-04-03,61.0
19090SM X 2020-04-04,71.0
1BD5TVT X 2020-01-02,95.0
1BD5TVT X 2020-01-03,49.0
1BD5TVT X 2020-01-04,88.0
1BD5TVT X 2020-01-05,79.0
1BD5TVT X 2020-01-06,61.0
1BD5TVT X 2020-01-07,98.0
1BD5TVT X 2020-01-08,50.0
1BD5TVT X 2020-01-09,103.0
1BD5TVT X 2020-01-10,64.0
1BD5TVT X 2020-01-11,69.0
1BD5TVT X 2020-01-12,67.0
1BD5TVT X 2020-01-13,90.0
1BD5TVT X 2020-01-14,136.0
1BD5TVT X 2020-01-15,54.0
1BD5TVT X 2020-01-16,80.0
1BD5TVT X 2020-01-17,69.0
1BD5TVT X 2020-01-18,92.0
1BD5TVT X 2020-01-19,69.0
1BD5TVT X 2020-01-20,80.0
1BD5TVT X 2020-01-21,112.0
1BD5TVT X 2020-01-22,106.0
1BD5TVT X 2020-01-23,79.0
1BD5TVT X 2020-01-24,50.0
1BD5TVT X 2020-01-25,58.0
1BD5TVT X 2020-01-26,87.0
1BD5TVT X 2020-01-27,103.0
1BD5TVT X 2020-01-28,100.0
1BD5TVT X 2020-01-29,86.0
1BD5TVT X 2020-01-30,123.0
1BD5TVT X 2020-01-31,87.0
1BD5TVT X 2020-02-01,115.0
1BD5TVT X 2020-02-02,104.0
1BD5TVT X 2020-02-03,79.0
1BD5TVT X 2020-02-04,44.0
1BD5TVT X 2020-02-05,59.0
1BD5TVT X 2020-02-06,120.0
1BD5TVT X 2020-02-07,91.0
1BD5TVT X 2020-02-08,59.0
1BD5TVT X 2020-02-09,38.0
1BD5TVT X 2020-02-10,79.0
1BD5TVT X 2020-02-11,132.0
1BD5TVT X 2020-02-12,94.0
1BD5TVT X 2020-02-13,104.0
1BD5TVT X 2020-02-14,92.0
1BD5TVT X 2020-02-15,93.0
1BD5TVT X 2020-02-16,55.0
1BD5TVT X 2020-02-17,115.0
1BD5TVT X 2020-02-18,131.0
1BD5TVT X 2020-02-19,137.0
1BD5TVT X 2020-02-20,77.0
1BD5TVT X 2020-02-21,79.0
1BD5TVT X 2020-02-22,88.0
1BD5TVT X 2020-02-23,103.0
1BD5TVT X 2020-02-24,99.0
1BD5TVT X 2020-02-25,104.0
1BD5TVT X 2020-02-26,118.0
1BD5TVT X 2020-02-27,99.0
1BD5TVT X 2020-02-28,80.0
1BD5TVT X 2020-02-29,70.0
1BD5TVT X 2020-03-01,28.0
1BD5TVT X 2020-03-02,51.0
1BD5TVT X 2020-03-03,60.0
1BD5TVT X 2020-03-04,75.0
1BD5TVT X 2020-03-05,97.0
1BD5TVT X 2020-03-06,133.0
1BD5TVT X 2020-03-07,152.0
1BD5TVT X 2020-03-08,91.0
1BD5TVT X 2020-03-09,90.0
1BD5TVT X 2020-03-10,75.0
1BD5TVT X 2020-03-11,87.0
1BD5TVT X 2020-03-12,104.0
1BD5TVT X 2020-03-13,89.0
1BD5TVT X 2020-03-14,68.0
1BD5TVT X 2020-03-15,77.0
1BD5TVT X 2020-03-16,74.0
1BD5TVT X 2020-03-17,78.0
1BD5TVT X 2020-03-18,49.0
1BD5TVT X 2020-03-19,49.0
1BD5TVT X 2020-03-20,98.0
1BD5TVT X 2020-03-21,83.0
1BD5TVT X 2020-03-22,61.0
1BD5TVT X 2020-03-23,72.0
1BD5TVT X 2020-03-24,66.0
1BD5TVT X 2020-03-25,56.0
1BD5TVT X 2020-03-26,50.0
1BD5TVT X 2020-03-27,102.0
1BD5TVT X 2020-03-28,19.0
1BD5TVT X 2020-03-29,61.0
1BD5TVT X 2020-03-30,56.0
1BD5TVT X 2020-03-31,48.0
1BD5TVT X 2020-04-01,73.0
1BD5TVT X 2020-04-02,90.0
1BD5TVT X 2020-04-03,90.0
1BD5TVT X 2020-04-04,46.0
1JJE0UY X 2020-01-02,28.0
1JJE0UY X 2020-01-03,43.0
1JJE0UY X 2020-01-04,35.0
1JJE0UY X 2020-01-05,40.0
1JJE0UY X 2020-01-06,22.0
1JJE0UY X 2020-01-07,25.0
1JJE0UY X 2020-01-08,26.0
1JJE0UY X 2020-01-09,4.0
1JJE0UY X 2020-01-10,29.0
1JJE0UY X 2020-01-11,19.0
1JJE0UY X 2020-01-12,25.0
1JJE0UY X 2020-01-13,23.0
1JJE0UY X 2020-01-14,25.0
1JJE0UY X 2020-01-15,30.0
1JJE0UY X 2020-01-16,33.0
1JJE0UY X 2020-01-17,25.0
1JJE0UY X 2020-01-18,40.0
1JJE0UY X 2020-01-19,58.0
1JJE0UY X 2020-01-20,67.0
1JJE0UY X 2020-01-21,78.0
1JJE0UY X 2020-01-22,71.0
1JJE0UY X 2020-01-23,59.0
1JJE0UY X 2020-01-24,46.0
1JJE0UY X 2020-01-25,41.0
1JJE0UY X 2020-01-26,34.0
1JJE0UY X 2020-01-27,28.0
1JJE0UY X 2020-01-28,30.0
1JJE0UY X 2020-01-29,29.0
1JJE0UY X 2020-01-30,17.0
1JJE0UY X 2020-01-31,24.0
1JJE0UY X 2020-02-01,27.0
1JJE0UY X 2020-02-02,38.0
1JJE0UY X 2020-02-03,22.0
1JJE0UY X 2020-02-04,37.0
1JJE0UY X 2020-02-05,72.0
1JJE0UY X 2020-02-06,77.0
1JJE0UY X 2020-02-07,56.0
1JJE0UY X 2020-02-08,23.0
1JJE0UY X 2020-02-09,10.0
1JJE0UY X 2020-02-10,18.0
1JJE0UY X 2020-02-11,21.0
1JJE0UY X 2020-02-12,29.0
1JJE0UY X 2020-02-13,25.0
1JJE0UY X 2020-02-14,47.0
1JJE0UY X 2020-02-15,32.0
1JJE0UY X 2020-02-16,22.0
1JJE0UY X 2020-02-17,25.0
1JJE0UY X 2020-02-18,27.0
1JJE0UY X 2020-02-19,31.0
1JJE0UY X 2020-02-20,17.0
1JJE0UY X 2020-02-21,24.0
1JJE0UY X 2020-02-22,13.0
1JJE0UY X 2020-02-23,13.0
1JJE0UY X 2020-02-24,44.0
1JJE0UY X 2020-02-25,23.0
1JJE0UY X 2020-02-26,30.0
1JJE0UY X 2020-02-27,26.0
1JJE0UY X 2020-02-28,23.0
1JJE0UY X 2020-02-29,12.0
1JJE0UY X 2020-03-01,15.0
1JJE0UY X 2020-03-02,26.0
1JJE0UY X 2020-03-03,22.0
1JJE0UY X 2020-03-04,33.0
1JJE0UY X 2020-03-05,33.0
1JJE0UY X 2020-03-06,54.0
1JJE0UY X 2020-03-07,40.0
1JJE0UY X 2020-03-08,21.0
1JJE0UY X 2020-03-09,29.0
1JJE0UY X 2020-03-10,15.0
1JJE0UY X 2020-03-11,24.0
1JJE0UY X 2020-03-12,13.0
1JJE0UY X 2020-03-13,48.0
1JJE0UY X 2020-03-14,51.0
1JJE0UY X 2020-03-15,26.0
1JJE0UY X 2020-03-16,35.0
1JJE0UY X 2020-03-17,15.0
1JJE0UY X 2020-03-18,29.0
1JJE0UY X 2020-03-19,43.0
1JJE0UY X 2020-03-20,30.0
1JJE0UY X 2020-03-21,23.0
1JJE0UY X 2020-03-22,16.0
1JJE0UY X 2020-03-23,57.0
1JJE0UY X 2020-03-24,62.0
1JJE0UY X 2020-03-25,58.0
1JJE0UY X 2020-03-26,70.0
1JJE0UY X 2020-03-27,70.0
1JJE0UY X 2020-03-28,20.0
1JJE0UY X 2020-03-29,20.0
1JJE0UY X 2020-03-30,31.0
1JJE0UY X 2020-03-31,38.0
1JJE0UY X 2020-04-01,34.0
1JJE0UY X 2020-04-02,26.0
1JJE0UY X 2020-04-03,33.0
1JJE0UY X 2020-04-04,32.0
1PILPB3 X 2020-01-02,61.0
1PILPB3 X 2020-01-03,69.0
1PILPB3 X 2020-01-04,52.0
1PILPB3 X 2020-01-05,81.0
1PILPB3 X 2020-01-06,87.0
1PILPB3 X 2020-01-07,27.0
1PILPB3 X 2020-01-08,37.0
1PILPB3 X 2020-01-09,61.0
1PILPB3 X 2020-01-10,40.0
1PILPB3 X 2020-01-11,61.0
1PILPB3 X 2020-01-12,71.0
1PILPB3 X 2020-01-13,71.0
1PILPB3 X 2020-01-14,67.0
1PILPB3 X 2020-01-15,75.0
1PILPB3 X 2020-01-16,84.0
1PILPB3 X 2020-01-17,91.0
1PILPB3 X 2020-01-18,62.0
1PILPB3 X 2020-01-19,77.0
1PILPB3 X 2020-01-20,68.0
1PILPB3 X 2020-01-21,43.0
1PILPB3 X 2020-01-22,94.0
1PILPB3 X 2020-01-23,84.0
1PILPB3 X 2020-01-24,51.0
1PILPB3 X 2020-01-25,62.0
1PILPB3 X 2020-01-26,64.0
1PILPB3 X 2020-01-27,55.0
1PILPB3 X 2020-01-28,32.0
1PILPB3 X 2020-01-29,31.0
1PILPB3 X 2020-01-30,66.0
1PILPB3 X 2020-01-31,57.0
1PILPB3 X 2020-02-01,57.0
1PILPB3 X 2020-02-02,132.0
1PILPB3 X 2020-02-03,99.0
1PILPB3 X 2020-02-04,92.0
1PILPB3 X 2020-02-05,48.0
1PILPB3 X 2020-02-06,71.0
1PILPB3 X 2020-02-07,71.0
1PILPB3 X 2020-02-08,33.0
1PILPB3 X 2020-02-09,60.0
1PILPB3 X 2020-02-10,50.0
1PILPB3 X 2020-02-11,77.0
1PILPB3 X 2020-02-12,66.0
1PILPB3 X 2020-02-13,87.0
1PILPB3 X 2020-02-14,115.0
1PILPB3 X 2020-02-15,71.0
1PILPB3 X 2020-02-16,34.0
1PILPB3 X 2020-02-17,94.0
1PILPB3 X 2020-02-18,68.0
1PILPB3 X 2020-02-19,42.0
1PILPB3 X 2020-02-20,80.0
1PILPB3 X 2020-02-21,81.0
1PILPB3 X 2020-02-22,59.0
1PILPB3 X 2020-02-23,48.0
1PILPB3 X 2020-02-24,31.0
1PILPB3 X 2020-02-25,75.0
1PILPB3 X 2020-02-26,60.0
1PILPB3 X 2020-02-27,58.0
1PILPB3 X 2020-02-28,47.0
1PILPB3 X 2020-02-29,64.0
1PILPB3 X 2020-03-01,60.0
1PILPB3 X 2020-03-02,75.0
1PILPB3 X 2020-03-03,62.0
1PILPB3 X 2020-03-04,56.0
1PILPB3 X 2020-03-05,59.0
1PILPB3 X 2020-03-06,51.0
1PILPB3 X 2020-03-07,67.0
1PILPB3 X 2020-03-08,30.0
1PILPB3 X 2020-03-09,51.0
1PILPB3 X 2020-03-10,38.0
1PILPB3 X 2020-03-11,39.0
1PILPB3 X 2020-03-12,64.0
1PILPB3 X 2020-03-13,70.0
1PILPB3 X 2020-03-14,39.0
1PILPB3 X 2020-03-15,39.0
1PILPB3 X 2020-03-16,35.0
1PILPB3 X 2020-03-17,80.0
1PILPB3 X 2020-03-18,84.0
1PILPB3 X 2020-03-19,42.0
1PILPB3 X 2020-03-20,38.0
1PILPB3 X 2020-03-21,81.0
1PILPB3 X 2020-03-22,50.0
1PILPB3 X 2020-03-23,56.0
1PILPB3 X 2020-03-24,80.0
1PILPB3 X 2020-03-25,59.0
1PILPB3 X 2020-03-26,59.0
1PILPB3 X 2020-03-27,54.0
1PILPB3 X 2020-03-28,36.0
1PILPB3 X 2020-03-29,53.0
1PILPB3 X 2020-03-30,51.0
1PILPB3 X 2020-03-31,53.0
1PILPB3 X 2020-04-01,22.0
1PILPB3 X 2020-04-02,50.0
1PILPB3 X 2020-04-03,67.0
1PILPB3 X 2020-04-04,70.0
1WV2OIN X 2020-01-02,84.0
1WV2OIN X 2020-01-03,124.0
1WV2OIN X 2020-01-04,112.0
1WV2OIN X 2020-01-05,90.0
1WV2OIN X 2020-01-06,68.0
1WV2OIN X 2020-01-07,55.0
1WV2OIN X 2020-01-08,124.0
1WV2OIN X 2020-01-09,86.0
1WV2OIN X 2020-01-10,83.0
1WV2OIN X 2020-01-11,83.0
1WV2OIN X 2020-01-12,85.0
1WV2OIN X 2020-01-13,122.0
1WV2OIN X 2020-01-14,106.0
1WV2OIN X 2020-01-15,70.0
1WV2OIN X 2020-01-16,137.0
1WV2OIN X 2020-01-17,107.0
1WV2OIN X 2020-01-18,54.0
1WV2OIN X 2020-01-19,90.0
1WV2OIN X 2020-01-20,78.0
1WV2OIN X 2020-01-21,75.0
1WV2OIN X 2020-01-22,83.0
1WV2OIN X 2020-01-23,81.0
1WV2OIN X 2020-01-24,77.0
1WV2OIN X 2020-01-25,77.0
1WV2OIN X 2020-01-26,80.0
1WV2OIN X 2020-01-27,99.0
1WV2OIN X 2020-01-28,109.0
1WV2OIN X 2020-01-29,128.0
1WV2OIN X 2020-01-30,88.0
1WV2OIN X 2020-01-31,96.0
1WV2OIN X 2020-02-01,76.0
1WV2OIN X 2020-02-02,80.0
1WV2OIN X 2020-02-03,98.0
1WV2OIN X 2020-02-04,80.0
1WV2OIN X 2020-02-05,65.0
1WV2OIN X 2020-02-06,96.0
1WV2OIN X 2020-02-07,91.0
1WV2OIN X 2020-02-08,95.0
1WV2OIN X 2020-02-09,95.0
1WV2OIN X 2020-02-10,76.0
1WV2OIN X 2020-02-11,68.0
1WV2OIN X 2020-02-12,68.0
1WV2OIN X 2020-02-13,88.0
1WV2OIN X 2020-02-14,161.0
1WV2OIN X 2020-02-15,121.0
1WV2OIN X 2020-02-16,94.0
1WV2OIN X 2020-02-17,63.0
1WV2OIN X 2020-02-18,88.0
1WV2OIN X 2020-02-19,106.0
1WV2OIN X 2020-02-20,92.0
1WV2OIN X 2020-02-21,72.0
1WV2OIN X 2020-02-22,91.0
1WV2OIN X 2020-02-23,78.0
1WV2OIN X 2020-02-24,101.0
1WV2OIN X 2020-02-25,127.0
1WV2OIN X 2020-02-26,88.0
1WV2OIN X 2020-02-27,91.0
1WV2OIN X 2020-02-28,71.0
1WV2OIN X 2020-02-29,111.0
1WV2OIN X 2020-03-01,92.0
1WV2OIN X 2020-03-02,90.0
1WV2OIN X 2020-03-03,94.0
1WV2OIN X 2020-03-04,101.0
1WV2OIN X 2020-03-05,82.0
1WV2OIN X 2020-03-06,79.0
1WV2OIN X 2020-03-07,88.0
1WV2OIN X 2020-03-08,69.0
1WV2OIN X 2020-03-09,91.0
1WV2OIN X 2020-03-10,78.0
1WV2OIN X 2020-03-11,112.0
1WV2OIN X 2020-03-12,90.0
